scenario,load_mean_mw,load_max_mw,load_min_mw,load_std_mw,load_peak_ratio,n_timesteps,peak_hour,reactive_burden,gen_mean_mw,gen_max_mw,gen_std_mw,ramp_mean_mw,ramp_max_mw,high_util_pct,imbalance_mean,imbalance_max,voltage_dev_mean,voltage_dev_max,difficulty_score,difficulty_label
0490,256.35,309.4,198.3,22.68,1.2069,8065,19.3,0.7,261.27,313.7,23.13,1.71,7.9,35.86,4.92,12.4,79.5833,141.1,0.4054,medium
0491,256.44,313.4,205.2,22.41,1.2221,8065,19.3,0.7,261.32,319.1,22.87,1.72,8.8,55.42,4.88,12.5,79.5833,141.1,0.4596,medium
0492,255.29,307.5,204.3,22.93,1.2045,8065,19.3,0.6999,260.15,312.4,23.37,1.7,9.5,46.35,4.86,12.8,79.5833,141.1,0.4188,medium
0493,257.23,313.5,205.2,22.18,1.2188,8065,19.4,0.7,262.14,322.6,22.65,1.71,9.0,33.09,4.91,12.2,79.5833,141.1,0.4227,medium
0494,257.0,307.8,199.2,22.22,1.1977,8065,19.2,0.7001,261.89,313.5,22.69,1.69,9.4,53.45,4.9,14.0,79.5833,141.1,0.4811,medium
0495,257.51,309.3,198.2,23.78,1.2011,8065,19.4,0.7001,262.46,313.8,24.25,1.74,9.1,50.28,4.95,14.3,79.5833,141.1,0.5092,medium
0496,256.82,307.8,205.9,21.79,1.1985,8065,19.2,0.7,261.72,313.8,22.21,1.73,9.9,47.97,4.9,12.3,79.5833,141.1,0.4467,medium
0497,256.67,311.8,197.2,22.36,1.2148,8065,19.3,0.7,261.54,319.1,22.8,1.68,8.3,42.46,4.87,11.8,79.5833,141.1,0.4147,medium
0498,256.78,308.8,204.8,22.86,1.2026,8065,10.1,0.7,261.68,315.9,23.29,1.7,9.4,52.78,4.9,12.4,79.5833,141.1,0.4653,medium
0499,257.0,318.2,193.3,21.68,1.2381,8065,19.2,0.7001,261.89,324.4,22.11,1.64,7.8,51.27,4.89,12.4,79.5833,141.1,0.4611,medium
0500,255.59,303.5,192.0,22.12,1.1874,8065,19.3,0.7,260.5,309.2,22.57,1.78,10.2,57.68,4.91,11.9,79.5833,141.1,0.4714,medium
0501,256.35,317.4,205.7,22.07,1.2381,8065,19.4,0.6999,261.25,324.4,22.5,1.74,8.9,46.73,4.9,11.7,79.5833,141.1,0.4284,medium
0502,257.08,307.1,203.5,23.1,1.1946,8065,19.2,0.7,261.95,314.1,23.57,1.73,10.5,53.45,4.88,13.8,79.5833,141.1,0.4834,medium
0503,256.47,306.1,203.2,21.73,1.1935,8065,19.2,0.7001,261.37,313.6,22.14,1.67,8.2,42.54,4.9,12.1,79.5833,141.1,0.4227,medium
0504,256.32,307.5,204.4,22.66,1.1997,8065,19.2,0.7001,261.21,315.3,23.1,1.68,9.6,49.37,4.9,11.3,79.5833,141.1,0.4863,medium
0505,255.84,308.9,204.2,22.5,1.2074,8065,19.4,0.7,260.74,313.8,22.97,1.68,8.3,35.45,4.91,13.4,79.5833,141.1,0.4083,medium
0506,257.22,314.9,203.6,22.64,1.2242,8065,19.3,0.6999,262.13,321.0,23.08,1.69,9.1,36.44,4.91,13.8,79.5833,141.1,0.4143,medium
0507,255.3,312.1,201.0,22.77,1.2225,8065,19.3,0.7,260.18,318.2,23.25,1.74,8.4,35.9,4.88,11.9,79.5833,141.1,0.4194,medium
0508,255.11,309.3,195.0,22.13,1.2124,8065,19.2,0.7,259.99,315.0,22.59,1.67,9.8,46.58,4.89,12.5,79.5833,141.1,0.4553,medium
0509,257.16,310.3,202.5,22.18,1.2066,8065,19.2,0.7001,262.05,316.7,22.62,1.7,8.3,56.21,4.9,12.4,79.5833,141.1,0.4684,medium
0510,255.43,306.9,192.4,21.96,1.2015,8065,19.3,0.7,260.33,312.4,22.41,1.66,8.5,33.42,4.9,13.1,79.5833,141.1,0.393,medium
0511,255.79,317.5,198.0,23.43,1.2413,8065,19.2,0.7001,260.7,323.9,23.91,1.72,8.5,29.42,4.91,11.6,79.5833,141.1,0.4705,medium
0512,257.31,317.2,189.9,22.42,1.2327,8065,19.2,0.7001,262.21,324.6,22.85,1.71,8.3,37.79,4.9,11.5,79.5833,141.1,0.4567,medium
0513,256.27,309.3,204.3,22.67,1.2069,8065,19.2,0.7,261.14,314.7,23.16,1.71,8.6,45.94,4.88,13.3,79.5833,141.1,0.4296,medium
0514,257.06,308.0,200.0,22.47,1.1982,8065,19.2,0.7,261.96,315.0,22.9,1.72,9.0,49.89,4.9,12.1,79.5833,141.1,0.4414,medium
0515,257.92,313.8,202.9,21.67,1.2167,8065,19.3,0.7,262.83,322.5,22.08,1.66,10.2,47.58,4.91,12.9,79.5833,141.1,0.467,medium
0516,255.75,308.3,198.8,23.08,1.2055,8065,19.3,0.7,260.57,315.4,23.52,1.69,9.0,37.25,4.83,12.3,79.5833,141.1,0.4143,medium
0517,256.78,305.5,195.6,21.89,1.1897,8065,19.3,0.7,261.7,311.5,22.32,1.65,8.7,41.25,4.92,12.0,79.5833,141.1,0.4075,medium
0518,256.74,312.7,203.3,23.06,1.218,8065,19.3,0.7,261.6,318.4,23.53,1.76,8.1,52.81,4.87,11.8,79.5833,141.1,0.444,medium
0519,255.77,306.3,197.1,22.88,1.1976,8065,19.3,0.7,260.66,312.0,23.35,1.68,9.2,46.04,4.89,11.6,79.5833,141.1,0.4419,medium
0520,256.11,306.5,195.4,22.74,1.1968,8065,19.3,0.6999,260.99,312.5,23.19,1.7,8.3,53.7,4.89,12.5,79.5833,141.1,0.4054,medium
0521,257.12,311.5,201.1,22.42,1.2115,8065,19.2,0.7,262.02,316.7,22.85,1.67,9.0,51.82,4.9,11.4,79.5833,141.1,0.4544,medium
0522,255.54,317.2,200.2,22.46,1.2413,8065,19.3,0.7,260.39,324.2,22.87,1.65,8.5,50.02,4.85,11.8,79.5833,141.1,0.4502,medium
0523,257.18,308.8,209.1,22.9,1.2007,8065,19.4,0.6999,262.11,315.5,23.36,1.76,8.5,54.62,4.93,12.9,79.5833,141.1,0.4275,medium
0524,256.41,312.6,197.9,22.43,1.2191,8065,19.2,0.7,261.28,319.9,22.91,1.73,8.9,51.0,4.88,13.3,79.5833,141.1,0.4513,medium
0525,256.72,320.3,199.4,23.21,1.2477,8065,19.2,0.7001,261.63,329.8,23.68,1.72,9.4,33.02,4.92,14.4,79.5833,141.1,0.5011,medium
0526,256.13,314.3,197.4,23.34,1.2271,8065,19.2,0.7,261.0,322.1,23.8,1.7,9.7,43.22,4.87,12.6,79.5833,141.1,0.4722,medium
0527,257.17,309.1,205.3,21.36,1.2019,8065,19.2,0.7001,262.08,314.9,21.79,1.71,8.9,41.29,4.92,11.9,79.5833,141.1,0.4413,medium
0528,255.45,314.5,188.9,23.41,1.2312,8065,19.2,0.7,260.34,318.8,23.9,1.72,8.7,45.68,4.89,13.2,79.5833,141.1,0.4643,medium
0529,256.97,318.3,196.9,22.95,1.2386,8065,19.3,0.6999,261.86,323.3,23.37,1.67,8.3,42.32,4.89,13.2,79.5833,141.1,0.4187,medium
0530,258.17,311.8,200.2,22.3,1.2077,8065,19.3,0.7001,263.11,317.0,22.73,1.72,8.2,40.67,4.95,11.9,79.5833,141.1,0.4521,medium
0531,257.29,310.3,208.8,21.83,1.206,8065,19.2,0.7001,262.2,315.8,22.26,1.75,7.9,51.8,4.92,12.8,79.5833,141.1,0.4502,medium
0532,257.54,313.8,195.2,22.17,1.2185,8065,19.3,0.7,262.43,318.9,22.57,1.73,8.8,39.05,4.9,12.9,79.5833,141.1,0.4267,medium
0533,256.39,309.8,201.4,22.2,1.2083,8065,19.3,0.6999,261.28,315.4,22.66,1.73,9.5,52.86,4.89,12.1,79.5833,141.1,0.4302,medium
0534,256.84,314.7,206.6,21.89,1.2253,8065,19.2,0.7,261.75,322.2,22.31,1.68,8.0,31.15,4.91,12.2,79.5833,141.1,0.3972,medium
0535,256.97,313.2,196.2,22.55,1.2188,8065,19.4,0.7,261.87,319.0,22.98,1.67,9.3,42.28,4.9,12.1,79.5833,141.1,0.4503,medium
0536,256.39,313.3,202.9,22.46,1.222,8065,19.4,0.7,261.28,320.7,22.88,1.7,9.8,52.47,4.9,11.4,79.5833,141.1,0.4818,medium
0537,256.48,303.1,208.0,20.72,1.1818,8065,19.4,0.7,261.39,308.2,21.14,1.73,8.0,53.07,4.91,12.0,79.5833,141.1,0.3873,medium
0538,256.18,305.9,201.7,21.57,1.1941,8065,19.4,0.7001,261.1,311.3,21.99,1.7,8.5,50.12,4.93,13.4,79.5833,141.1,0.4495,medium
0539,256.82,310.8,199.6,22.3,1.2102,8065,19.3,0.6999,261.7,316.5,22.7,1.7,9.8,41.65,4.88,13.3,79.5833,141.1,0.4157,medium
0540,256.13,311.0,199.8,23.41,1.2142,8065,19.2,0.7,261.03,317.6,23.88,1.73,8.8,37.92,4.91,12.1,79.5833,141.1,0.4439,medium
0541,255.62,307.4,201.7,22.82,1.2026,8065,19.2,0.7,260.48,314.1,23.26,1.74,8.8,49.35,4.86,12.1,79.5833,141.1,0.4345,medium
0542,255.96,315.8,197.9,22.31,1.2338,8065,19.3,0.7001,260.87,322.5,22.76,1.72,8.8,34.74,4.91,12.3,79.5833,141.1,0.4635,medium
0543,257.69,316.7,201.3,22.74,1.229,8065,19.2,0.7,262.61,321.1,23.16,1.66,7.8,47.44,4.92,12.4,79.5833,141.1,0.4432,medium
0544,254.99,309.3,199.7,21.61,1.213,8065,19.5,0.7001,259.87,318.9,22.07,1.66,7.9,32.96,4.89,12.6,79.5833,141.1,0.408,medium
0545,255.97,306.2,204.3,21.22,1.1963,8065,19.3,0.7,260.82,313.5,21.64,1.7,9.1,48.47,4.85,12.2,79.5833,141.1,0.4062,medium
0546,256.81,307.7,197.0,22.73,1.1982,8065,19.2,0.7,261.72,315.0,23.19,1.75,8.7,52.62,4.91,11.8,79.5833,141.1,0.4468,medium
0547,257.89,315.5,204.3,22.85,1.2234,8065,19.3,0.7,262.81,321.8,23.28,1.75,9.1,43.36,4.93,12.8,79.5833,141.1,0.4641,medium
0548,255.1,304.3,198.7,22.71,1.1929,8065,19.3,0.7,259.95,310.4,23.13,1.69,9.0,46.21,4.85,12.6,79.5833,141.1,0.4212,medium
0549,255.97,309.9,194.9,22.43,1.2107,8065,19.2,0.6999,260.81,315.2,22.85,1.72,9.1,43.29,4.85,12.2,79.5833,141.1,0.3982,medium
0550,256.44,311.2,204.6,21.9,1.2135,8065,19.2,0.7,261.32,319.5,22.3,1.72,10.5,41.39,4.88,11.7,79.5833,141.1,0.4552,medium
0551,256.4,312.2,196.7,23.44,1.2176,8065,19.3,0.7001,261.34,319.4,23.91,1.77,8.8,49.14,4.94,12.6,79.5833,141.1,0.5049,medium
0552,257.56,311.7,195.0,23.28,1.2102,8065,19.3,0.7,262.5,317.0,23.75,1.78,9.4,54.62,4.94,12.7,79.5833,141.1,0.4918,medium
0553,255.63,315.7,203.1,22.65,1.235,8065,19.3,0.7,260.5,320.0,23.04,1.74,9.7,50.27,4.87,14.3,79.5833,141.1,0.4805,medium
0554,256.04,310.6,200.4,22.54,1.2131,8065,19.3,0.7,260.93,316.5,23.02,1.71,8.2,48.1,4.89,12.6,79.5833,141.1,0.4302,medium
0555,256.03,307.3,198.6,22.76,1.2003,8065,19.4,0.7,260.94,315.8,23.19,1.7,8.5,48.94,4.91,12.1,79.5833,141.1,0.4374,medium
0556,256.17,310.5,202.9,22.45,1.2121,8065,19.3,0.7,261.06,316.1,22.87,1.62,8.2,34.93,4.89,12.2,79.5833,141.1,0.4027,medium
0557,255.84,310.8,186.7,22.5,1.2148,8065,19.2,0.7,260.71,318.0,22.97,1.68,9.8,40.3,4.87,11.9,79.5833,141.1,0.4458,medium
0558,256.38,309.0,201.9,22.4,1.2052,8065,19.2,0.7001,261.29,316.4,22.84,1.74,8.3,51.18,4.91,12.2,79.5833,141.1,0.4638,medium
0559,256.71,308.2,199.4,22.52,1.2006,8065,19.2,0.7,261.59,314.9,22.97,1.71,8.7,43.46,4.88,11.5,79.5833,141.1,0.4199,medium
0560,255.48,306.7,206.3,21.46,1.2005,8065,19.2,0.7,260.35,311.7,21.9,1.66,8.5,47.25,4.87,13.1,79.5833,141.1,0.4029,medium
0561,255.97,311.0,200.3,22.58,1.215,8065,19.2,0.7001,260.89,318.5,23.05,1.68,9.1,37.57,4.92,11.9,79.5833,141.1,0.4682,medium
0562,255.1,311.5,196.7,22.09,1.2211,8065,19.3,0.7,259.96,315.7,22.54,1.72,9.0,47.2,4.86,12.3,79.5833,141.1,0.4371,medium
0563,258.0,317.9,191.6,22.03,1.2322,8065,19.3,0.7,262.92,322.7,22.47,1.78,9.7,52.52,4.92,12.4,79.5833,141.1,0.4857,medium
0564,255.4,309.8,192.6,22.74,1.213,8065,19.2,0.7,260.27,315.6,23.19,1.71,9.0,44.03,4.88,12.1,79.5833,141.1,0.4405,medium
0565,257.07,313.1,203.2,22.36,1.218,8065,19.2,0.7001,262.0,318.7,22.78,1.7,9.7,50.7,4.94,12.2,79.5833,141.1,0.5105,medium
0566,255.81,311.7,199.3,22.42,1.2185,8065,19.2,0.7,260.69,318.0,22.87,1.71,8.1,38.86,4.88,11.4,79.5833,141.1,0.4098,medium
0567,258.24,320.5,202.0,23.0,1.2411,8065,19.4,0.7,263.16,326.6,23.46,1.72,8.6,39.7,4.92,12.5,79.5833,141.1,0.4593,medium
0568,255.76,312.3,200.6,22.66,1.221,8065,19.2,0.7001,260.64,317.7,23.1,1.75,9.3,42.69,4.88,12.8,79.5833,141.1,0.4779,medium
0569,256.67,311.4,201.7,21.89,1.2132,8065,19.2,0.7,261.58,314.9,22.33,1.69,8.1,59.11,4.9,11.2,79.5833,141.1,0.4413,medium
0570,257.34,311.7,198.0,23.04,1.2113,8065,19.3,0.7,262.28,318.7,23.49,1.68,8.7,44.76,4.95,12.2,79.5833,141.1,0.4571,medium
0571,256.54,309.1,203.6,21.92,1.2049,8065,19.3,0.7,261.43,314.4,22.34,1.76,9.9,50.4,4.89,12.9,79.5833,141.1,0.4557,medium
0572,256.15,306.7,201.7,23.38,1.1973,8065,19.2,0.7,261.02,314.0,23.82,1.69,10.6,39.84,4.87,12.3,79.5833,141.1,0.4635,medium
0573,257.1,315.0,205.3,22.25,1.2252,8065,19.4,0.7001,262.01,319.6,22.68,1.72,8.8,50.94,4.91,12.9,79.5833,141.1,0.4871,medium
0574,255.37,310.6,189.7,23.32,1.2163,8065,19.2,0.7,260.22,317.8,23.78,1.69,8.4,40.01,4.86,11.8,79.5833,141.1,0.4263,medium
0575,257.42,312.4,206.4,22.76,1.2136,8065,19.2,0.7001,262.34,321.2,23.23,1.75,9.3,41.04,4.92,12.6,79.5833,141.1,0.4811,medium
0576,256.33,306.6,204.3,21.14,1.1961,8065,19.2,0.6999,261.21,314.5,21.58,1.69,9.0,51.15,4.88,13.0,79.5833,141.1,0.3869,medium
0577,254.59,313.2,204.2,22.17,1.2302,8065,19.3,0.7,259.47,318.1,22.63,1.65,8.7,35.4,4.88,11.8,79.5833,141.1,0.4212,medium
0578,257.57,309.0,207.8,22.53,1.1997,8065,19.3,0.6999,262.51,317.0,23.0,1.7,9.2,53.38,4.94,13.2,79.5833,141.1,0.4364,medium
0579,256.84,310.3,195.4,22.5,1.2082,8065,19.2,0.6999,261.74,316.1,22.95,1.79,9.5,54.76,4.91,12.8,79.5833,141.1,0.4438,medium
0580,256.39,307.2,204.5,21.46,1.1982,8065,19.3,0.7,261.29,312.3,21.89,1.7,8.0,40.29,4.9,12.6,79.5833,141.1,0.3846,medium
0581,255.49,306.5,192.8,23.5,1.1997,8065,19.2,0.7,260.37,314.2,23.95,1.7,8.2,37.58,4.89,12.6,79.5833,141.1,0.4153,medium
0582,255.18,312.1,196.4,23.29,1.223,8065,19.3,0.7001,260.06,317.0,23.76,1.74,8.9,40.56,4.88,12.8,79.5833,141.1,0.4767,medium
0583,255.11,310.0,201.6,21.57,1.2152,8065,19.2,0.7,259.99,316.2,21.99,1.71,8.8,41.77,4.88,12.9,79.5833,141.1,0.4145,medium
0584,257.39,316.5,201.4,22.92,1.2297,8065,19.2,0.7,262.29,322.9,23.38,1.71,8.5,49.27,4.91,13.3,79.5833,141.1,0.463,medium
0585,256.47,309.6,196.5,22.97,1.2072,8065,19.2,0.7001,261.4,317.1,23.42,1.67,9.7,33.21,4.93,12.2,79.5833,141.1,0.476,medium
0586,255.89,312.9,204.4,21.96,1.2228,8065,19.3,0.7,260.76,318.3,22.35,1.71,8.7,52.1,4.87,13.0,79.5833,141.1,0.4417,medium
0587,254.6,308.4,195.3,22.26,1.2113,8065,19.3,0.7001,259.45,313.1,22.69,1.72,8.5,45.34,4.85,13.8,79.5833,141.1,0.4438,medium
0588,256.39,311.6,202.9,22.07,1.2154,8065,19.2,0.7,261.27,316.3,22.49,1.7,8.9,58.49,4.89,12.0,79.5833,141.1,0.4597,medium
0589,255.66,311.9,201.7,22.95,1.22,8065,19.2,0.7,260.55,320.2,23.38,1.67,7.7,33.18,4.89,12.5,79.5833,141.1,0.4024,medium
0590,258.86,309.1,204.5,21.98,1.1941,8065,19.2,0.6999,263.8,317.5,22.43,1.71,8.5,41.56,4.94,11.9,79.5833,141.1,0.3852,medium
0591,255.7,312.7,197.4,22.5,1.2229,8065,19.3,0.7,260.57,319.2,22.94,1.65,7.7,40.95,4.87,12.4,79.5833,141.1,0.4071,medium
0592,256.28,310.6,204.0,22.54,1.2119,8065,19.2,0.6999,261.17,318.1,22.98,1.7,8.9,33.95,4.89,12.2,79.5833,141.1,0.3889,medium
0593,255.98,306.8,194.8,22.08,1.1985,8065,19.2,0.7,260.84,311.5,22.5,1.75,9.1,52.11,4.86,13.1,79.5833,141.1,0.4313,medium
0594,255.78,308.4,200.8,21.6,1.2057,8065,19.3,0.7,260.64,312.5,22.05,1.68,8.6,49.19,4.87,13.1,79.5833,141.1,0.4151,medium
0595,257.42,306.8,201.4,22.39,1.1918,8065,19.3,0.7,262.32,314.3,22.83,1.73,9.5,55.26,4.91,12.8,79.5833,141.1,0.4591,medium
0596,257.83,318.1,199.2,23.52,1.2338,8065,19.2,0.7001,262.73,324.1,24.0,1.71,10.5,35.4,4.9,12.5,79.5833,141.1,0.5191,medium
0597,258.04,312.7,199.3,23.3,1.2118,8065,19.3,0.7,262.94,319.6,23.76,1.71,9.2,42.36,4.9,12.2,79.5833,141.1,0.455,medium
0598,253.87,313.7,203.6,20.98,1.2356,8065,19.4,0.7001,258.72,318.1,21.37,1.72,9.7,41.36,4.85,11.7,79.5833,141.1,0.4603,medium
0599,256.54,315.5,193.9,23.5,1.2298,8065,19.2,0.7,261.41,325.0,23.95,1.68,8.4,37.04,4.88,12.1,79.5833,141.1,0.439,medium
0600,257.23,308.9,197.1,22.25,1.2009,8065,19.3,0.7,262.08,315.7,22.71,1.72,7.7,51.57,4.86,12.1,79.5833,141.1,0.4041,medium
0601,256.12,310.8,198.9,22.37,1.2135,8065,19.3,0.7001,261.03,317.6,22.79,1.77,9.0,42.62,4.92,11.5,79.5833,141.1,0.4712,medium
0602,255.87,307.3,202.2,22.08,1.201,8065,19.3,0.7,260.74,314.9,22.53,1.73,8.1,46.26,4.88,12.2,79.5833,141.1,0.4052,medium
0603,257.44,311.5,207.0,21.59,1.21,8065,19.3,0.7,262.37,319.6,22.0,1.72,8.0,44.79,4.93,12.9,79.5833,141.1,0.4121,medium
0604,256.15,306.3,203.7,21.41,1.1958,8065,19.2,0.7,261.02,311.4,21.83,1.71,8.9,53.44,4.87,11.4,79.5833,141.1,0.4192,medium
0605,254.02,301.8,200.4,22.2,1.1881,8065,19.2,0.6999,258.86,309.2,22.61,1.7,8.5,53.14,4.83,13.1,79.5833,141.1,0.3778,medium
0606,255.09,303.0,197.0,22.21,1.1878,8065,19.3,0.7,259.97,310.2,22.67,1.71,7.6,46.53,4.88,12.8,79.5833,141.1,0.3868,medium
0607,256.67,311.0,198.3,23.53,1.2117,8065,19.2,0.7001,261.59,316.3,23.99,1.74,8.6,54.01,4.92,12.3,79.5833,141.1,0.5016,medium
0608,255.15,317.6,203.8,22.38,1.2448,8065,19.2,0.7001,260.05,322.5,22.81,1.74,9.9,43.98,4.91,13.1,79.5833,141.1,0.5149,medium
0609,256.59,316.8,202.3,23.23,1.2346,8065,19.3,0.7,261.5,323.5,23.7,1.73,8.7,47.79,4.91,12.2,79.5833,141.1,0.4733,medium
0610,256.93,307.4,198.3,21.08,1.1964,8065,19.4,0.7,261.8,312.5,21.49,1.7,8.1,53.03,4.87,12.4,79.5833,141.1,0.396,medium
0611,256.94,316.2,198.6,22.44,1.2306,8065,19.2,0.7,261.86,324.5,22.86,1.75,9.2,46.2,4.92,12.7,79.5833,141.1,0.468,medium
0612,256.98,311.5,198.7,23.14,1.2122,8065,19.2,0.7,261.89,317.8,23.58,1.72,9.6,40.89,4.92,12.7,79.5833,141.1,0.4639,medium
0613,254.9,308.3,199.7,21.92,1.2095,8065,19.2,0.7,259.74,314.8,22.34,1.68,8.2,37.27,4.84,13.1,79.5833,141.1,0.3837,medium
0614,256.24,310.3,203.4,21.98,1.211,8065,19.3,0.7,261.14,315.5,22.43,1.72,8.7,50.61,4.9,11.3,79.5833,141.1,0.4379,medium
0615,256.36,315.8,203.4,21.78,1.2319,8065,19.3,0.6999,261.23,321.6,22.19,1.67,7.7,31.11,4.88,12.2,79.5833,141.1,0.3574,medium
0616,256.22,308.0,203.1,21.67,1.2021,8065,19.3,0.7,261.1,316.1,22.13,1.65,9.2,43.01,4.89,11.9,79.5833,141.1,0.42,medium
0617,258.11,312.0,203.4,22.88,1.2088,8065,19.3,0.7,263.05,320.0,23.31,1.76,9.6,50.79,4.94,13.2,79.5833,141.1,0.4813,medium
0618,256.8,313.7,189.4,23.27,1.2216,8065,19.2,0.7,261.68,318.5,23.7,1.78,9.3,50.96,4.89,13.1,79.5833,141.1,0.4781,medium
0619,256.48,308.5,196.7,22.93,1.2028,8065,19.2,0.7,261.37,313.4,23.37,1.7,9.6,47.66,4.9,12.2,79.5833,141.1,0.4612,medium
0620,255.54,314.8,197.8,22.68,1.2319,8065,19.2,0.7001,260.45,321.9,23.16,1.73,9.3,38.47,4.91,12.3,79.5833,141.1,0.4862,medium
0621,256.69,310.1,205.4,22.61,1.2081,8065,19.3,0.7,261.59,316.2,23.01,1.68,7.9,46.44,4.9,11.2,79.5833,141.1,0.4203,medium
0622,256.81,308.1,198.1,23.08,1.1997,8065,19.2,0.7,261.73,317.8,23.53,1.71,8.7,50.03,4.92,12.5,79.5833,141.1,0.4512,medium
0623,257.05,304.9,199.0,22.17,1.1861,8065,19.2,0.7001,261.91,310.8,22.57,1.73,10.2,54.14,4.86,13.0,79.5833,141.1,0.48,medium
0624,256.14,308.8,202.6,23.03,1.2056,8065,19.3,0.7,261.02,316.1,23.46,1.71,8.5,46.32,4.89,11.2,79.5833,141.1,0.4356,medium
0625,257.65,313.2,202.8,23.13,1.2156,8065,19.2,0.7001,262.58,319.9,23.59,1.71,8.9,48.84,4.93,11.9,79.5833,141.1,0.4974,medium
0626,256.39,314.0,201.3,22.55,1.2247,8065,19.2,0.7001,261.28,319.1,23.01,1.7,8.3,38.25,4.89,11.6,79.5833,141.1,0.451,medium
0627,255.72,311.0,196.7,23.64,1.2162,8065,19.4,0.6999,260.61,318.6,24.11,1.73,9.4,41.72,4.89,12.6,79.5833,141.1,0.4359,medium
0628,257.03,306.2,203.1,22.85,1.1913,8065,19.2,0.7,261.91,312.7,23.29,1.68,9.2,39.27,4.88,12.7,79.5833,141.1,0.4211,medium
0629,254.13,313.5,196.3,22.16,1.2336,8065,19.4,0.7,258.97,321.6,22.59,1.7,8.5,37.3,4.84,13.6,79.5833,141.1,0.4125,medium
0630,256.29,308.2,196.2,22.65,1.2025,8065,19.3,0.7,261.15,314.3,23.12,1.73,9.0,63.0,4.86,12.2,79.5833,141.1,0.4623,medium
0631,256.0,311.0,203.8,23.2,1.2148,8065,19.2,0.7,260.88,317.9,23.62,1.75,9.1,46.04,4.89,13.2,79.5833,141.1,0.458,medium
0632,256.88,306.5,196.4,22.04,1.1932,8065,19.3,0.7,261.79,312.2,22.5,1.7,8.1,53.53,4.91,12.3,79.5833,141.1,0.4204,medium
0633,255.81,310.1,201.4,23.03,1.2122,8065,19.2,0.7,260.67,316.4,23.47,1.72,9.3,46.73,4.86,12.5,79.5833,141.1,0.4512,medium
0634,255.94,307.6,196.0,22.96,1.2019,8065,19.2,0.7,260.84,315.5,23.42,1.74,9.4,36.74,4.91,12.8,79.5833,141.1,0.4382,medium
0635,256.63,306.6,195.5,21.92,1.1947,8065,19.3,0.7001,261.52,311.1,22.34,1.78,8.5,52.52,4.9,12.2,79.5833,141.1,0.4524,medium
0636,256.93,311.4,203.7,22.7,1.212,8065,19.4,0.7,261.78,318.4,23.14,1.73,9.4,46.53,4.85,12.8,79.5833,141.1,0.4449,medium
0637,257.09,314.6,195.9,23.14,1.2237,8065,19.3,0.7,262.01,318.3,23.58,1.76,8.1,43.45,4.92,12.7,79.5833,141.1,0.4446,medium
0638,257.17,312.2,202.8,22.96,1.214,8065,19.4,0.7001,262.1,320.6,23.42,1.73,8.7,41.23,4.93,12.9,79.5833,141.1,0.4744,medium
0639,255.59,306.3,202.3,22.68,1.1984,8065,19.3,0.7,260.46,312.9,23.16,1.73,8.8,54.45,4.87,11.9,79.5833,141.1,0.4415,medium
0640,256.38,306.2,204.9,21.77,1.1943,8065,19.2,0.7,261.29,312.6,22.23,1.66,8.8,43.27,4.91,11.8,79.5833,141.1,0.4126,medium
0641,256.53,309.9,190.0,23.41,1.208,8065,19.2,0.7,261.4,314.7,23.88,1.66,8.4,44.35,4.87,12.5,79.5833,141.1,0.4324,medium
0642,255.36,305.8,200.9,22.42,1.1975,8065,19.2,0.7001,260.23,310.6,22.86,1.61,7.8,49.72,4.88,12.3,79.5833,141.1,0.4367,medium
0643,256.6,323.2,202.4,21.7,1.2595,8065,19.2,0.7,261.51,331.7,22.14,1.7,9.2,26.03,4.91,14.3,79.5833,141.1,0.4367,medium
0644,257.44,315.8,202.8,21.78,1.2267,8065,19.3,0.7,262.37,319.3,22.21,1.7,8.8,35.34,4.94,12.6,79.5833,141.1,0.4299,medium
0645,257.52,318.4,203.1,23.15,1.2364,8065,19.4,0.7,262.44,323.4,23.62,1.76,8.6,49.31,4.93,12.5,79.5833,141.1,0.4792,medium
0646,256.78,317.3,206.8,22.96,1.2357,8065,19.3,0.7,261.66,324.0,23.36,1.67,8.6,33.38,4.88,11.6,79.5833,141.1,0.4321,medium
0647,256.99,314.0,203.0,23.26,1.2218,8065,19.2,0.7,261.89,321.1,23.73,1.71,8.3,42.63,4.9,11.9,79.5833,141.1,0.4427,medium
0648,256.11,315.1,206.7,21.43,1.2303,8065,19.2,0.7,261.02,320.2,21.86,1.76,8.5,49.65,4.91,12.6,79.5833,141.1,0.4401,medium
0649,255.61,323.7,194.2,23.44,1.2664,8065,19.3,0.6999,260.44,330.1,23.89,1.71,8.8,26.53,4.84,12.7,79.5833,141.1,0.4154,medium
0650,256.09,307.1,204.3,22.81,1.1992,8065,19.2,0.6999,260.97,314.5,23.25,1.72,9.4,49.52,4.88,12.5,79.5833,141.1,0.4219,medium
0651,256.58,306.8,198.3,23.02,1.1957,8065,19.2,0.7,261.48,312.1,23.48,1.7,10.2,45.03,4.9,13.4,79.5833,141.1,0.4654,medium
0652,255.27,302.7,197.2,22.43,1.1858,8065,19.3,0.7,260.16,310.3,22.88,1.7,9.2,55.62,4.9,12.3,79.5833,141.1,0.4467,medium
0653,256.11,315.8,194.7,22.15,1.2331,8065,19.3,0.7001,261.05,319.6,22.59,1.75,8.9,33.92,4.94,12.7,79.5833,141.1,0.4688,medium
